regulator,gene_name,gene_id,effect,evidence,source
RpoH,pgpC,b2560,+,0,RegulonDB_sigma
CysB,cysB,b1275,-,0,RegulonDB_TF
GatR,gatZ,b2095,-,0,RegulonDB_TF
RpoH,prlC,b3498,+,0,RegulonDB_sigma
GatR,gatY,b2096,-,0,RegulonDB_TF
RpoS,dkgB,b0207,+,0,RegulonDB_sigma
YjjQ,ybhL,b0786,-,0,RegulonDB_TF
ArcA,fumA,b1612,-,0,RegulonDB_TF
RpoS,puuE,b1302,+,0,RegulonDB_sigma
RpoS,pykF,b1676,+,0,RegulonDB_sigma
RpoS,ravA,b3746,+,0,RegulonDB_sigma
ArcA,sodA,b3908,-,0,RegulonDB_TF
ArcA,rpsS,b3316,-,0,RegulonDB_TF
ArcA,rpsQ,b3311,-,0,RegulonDB_TF
ArcA,rpsJ,b3321,-,0,RegulonDB_TF
ArcA,rpsC,b3314,-,0,RegulonDB_TF
ArcA,rpmC,b3312,-,0,RegulonDB_TF
ArcA,rplW,b3318,-,0,RegulonDB_TF
ArcA,rplV,b3315,-,0,RegulonDB_TF
ArcA,rplP,b3313,-,0,RegulonDB_TF
ArcA,rplD,b3319,-,0,RegulonDB_TF
ArcA,rplC,b3320,-,0,RegulonDB_TF
ArcA,rplB,b3317,-,0,RegulonDB_TF
RpoS,sohB,b1272,+,0,RegulonDB_sigma
RpoS,pykA,b1854,+,0,RegulonDB_sigma
ArcA,rhaT,b3907,-,0,RegulonDB_TF
RpoS,speG,b1584,+,0,RegulonDB_sigma
ArcA,acnA,b1276,-,0,RegulonDB_TF
ArcA,ydeA,b1528,-,0,RegulonDB_TF
RpoS,ppk,b2501,+,0,RegulonDB_sigma
RpoS,ppx,b2502,+,0,RegulonDB_sigma
ArcA,caiT,b0040,+,0,RegulonDB_TF
ArcA,caiA,b0039,+,0,RegulonDB_TF
ArcA,caiB,b0038,+,0,RegulonDB_TF
ArcA,caiC,b0037,+,0,RegulonDB_TF
ArcA,caiD,b0036,+,0,RegulonDB_TF
ArcA,treC,b4239,+,0,RegulonDB_TF
RpoS,puuB,b1301,+,0,RegulonDB_sigma
ArcA,appC,b0978,+,0,RegulonDB_TF
ArcA,appB,b0979,+,0,RegulonDB_TF
RpoS,puuC,b1300,+,0,RegulonDB_sigma
ArcA,ubiA,b4040,-,0,RegulonDB_TF
ArcA,ubiC,b4039,-,0,RegulonDB_TF
RpoS,speC,b2965,+,0,RegulonDB_sigma
ArcA,prfA,b1211,+,0,RegulonDB_TF
RpoS,patD,b1444,+,0,RegulonDB_sigma
RpoS,ydbD,b1407,+,0,RegulonDB_sigma
RpoS,ydcS,b1440,+,0,RegulonDB_sigma
RpoS,ydcT,b1441,+,0,RegulonDB_sigma
RpoS,ydcU,b1442,+,0,RegulonDB_sigma
RpoS,ydcV,b1443,+,0,RegulonDB_sigma
ArcA,hemA,b1210,+,0,RegulonDB_TF
ArcA,glpC,b2243,-,0,RegulonDB_TF
ArcA,glpB,b2242,-,0,RegulonDB_TF
ArcA,glpA,b2241,-,0,RegulonDB_TF
RpoS,yffO,b2446,+,0,RegulonDB_sigma
ArcA,fumC,b1611,-,0,RegulonDB_TF
RpoS,yffP,b2447,+,0,RegulonDB_sigma
ArcA,fumB,b4122,+,0,RegulonDB_TF
RpoS,ydbK,b1378,+,0,RegulonDB_sigma
RpoS,yciG,b1259,+,0,RegulonDB_sigma
RpoS,yciF,b1258,+,0,RegulonDB_sigma
RpoS,tam,b1519,+,0,RegulonDB_sigma
RpoS,tpiA,b3919,+,0,RegulonDB_sigma
RpoS,treF,b3519,+,0,RegulonDB_sigma
RpoS,viaA,b3745,+,0,RegulonDB_sigma
RpoS,wrbA,b1004,+,0,RegulonDB_sigma
ArcA,oppF,b1247,-,0,RegulonDB_TF
ArcA,oppD,b1246,-,0,RegulonDB_TF
ArcA,oppC,b1245,-,0,RegulonDB_TF
RpoS,yafN,b0232,+,0,RegulonDB_sigma
RpoS,yafO,b0233,+,0,RegulonDB_sigma
RpoS,yafP,b0234,+,0,RegulonDB_sigma
RpoS,ybiI,b0803,+,0,RegulonDB_sigma
ArcA,oppB,b1244,-,0,RegulonDB_TF
RpoS,yccJ,b1003,+,0,RegulonDB_sigma
RpoS,yciE,b1257,+,0,RegulonDB_sigma
RpoS,pdeC,b4061,+,0,RegulonDB_sigma
RpoS,ompN,b1377,+,0,RegulonDB_sigma
YjjQ,yciX,b4523,-,0,RegulonDB_TF
ArcA,citF,b0615,-,0,RegulonDB_TF
ArcA,citG,b0613,-,0,RegulonDB_TF
ArcA,ybdN,b0602,+,0,RegulonDB_TF
ArcA,ymjE,b4742,-,0,RegulonDB_TF
ArcA,appX,b4592,+,0,RegulonDB_TF
ArcA,gadA,b3517,+,0,RegulonDB_TF
RpoS,gor,b3500,+,0,RegulonDB_sigma
ArcA,xylR,b3569,+,0,RegulonDB_TF
ArcA,dctA,b3528,-,0,RegulonDB_TF
RpoS,gpmM,b3612,+,0,RegulonDB_sigma
ArcA,caiE,b0035,+,0,RegulonDB_TF
ArcA,puuR,b1299,-,0,RegulonDB_TF
ArcA,prmC,b1212,+,0,RegulonDB_TF
ArcA,gatY,b2096,-,0,RegulonDB_TF
ArcA,gatD,b2091,-,0,RegulonDB_TF
ArcA,gatB,b2093,-,0,RegulonDB_TF
ArcA,citX,b0614,-,0,RegulonDB_TF
ArcA,citE,b0616,-,0,RegulonDB_TF
ArcA,gadX,b3516,+,0,RegulonDB_TF
ArcA,citD,b0617,-,0,RegulonDB_TF
YjjQ,ymiA,b4522,-,0,RegulonDB_TF
YjjQ,dgcN,b2604,-,0,RegulonDB_TF
YjjQ,yfiB,b2605,-,0,RegulonDB_TF
YjjQ,ompC,b2215,-,0,RegulonDB_TF
RpoS,eno,b2779,+,0,RegulonDB_sigma
RpoS,envC,b3613,+,0,RegulonDB_sigma
ArcA,hybO,b2997,-,0,RegulonDB_TF
ArcA,gatZ,b2095,-,0,RegulonDB_TF
ArcA,puuE,b1302,-,0,RegulonDB_TF
ArcA,puuP,b1296,-,0,RegulonDB_TF
ArcA,iraM,b1160,+,0,RegulonDB_TF
ArcA,dcuC,b0621,+,0,RegulonDB_TF
ArcA,dpiA,b0620,+,0,RegulonDB_TF
ArcA,dpiB,b0619,+,0,RegulonDB_TF
ArcA,citC,b0618,-,0,RegulonDB_TF
ArcA,gatA,b2094,-,0,RegulonDB_TF
ArcA,treB,b4240,+,0,RegulonDB_TF
RpoS,narU,b1469,+,0,RegulonDB_sigma
RpoS,mdtA,b2074,+,0,RegulonDB_sigma
RpoS,mdtC,b2076,+,0,RegulonDB_sigma
RpoS,mdtD,b2077,+,0,RegulonDB_sigma
RpoS,mglA,b2149,+,0,RegulonDB_sigma
RpoS,mglB,b2150,+,0,RegulonDB_sigma
RpoS,mglC,b2148,+,0,RegulonDB_sigma
ArcA,puuB,b1301,-,0,RegulonDB_TF
ArcA,hybG,b2990,-,0,RegulonDB_TF
ArcA,hybF,b2991,-,0,RegulonDB_TF
ArcA,hybE,b2992,-,0,RegulonDB_TF
ArcA,hybD,b2993,-,0,RegulonDB_TF
ArcA,hybC,b2994,-,0,RegulonDB_TF
ArcA,hybB,b2995,-,0,RegulonDB_TF
ArcA,hybA,b2996,-,0,RegulonDB_TF
ArcA,grcA,b2579,+,0,RegulonDB_TF
RpoS,mpl,b4233,+,0,RegulonDB_sigma
RpoS,mdtB,b2075,+,0,RegulonDB_sigma
SlyA,pagP,b0622,+,0,RegulonDB_TF
RpoS,hdfR,b4480,+,0,RegulonDB_sigma
RpoS,lsrG,b1518,+,0,RegulonDB_sigma
RpoS,hofM,b3395,+,0,RegulonDB_sigma
RpoS,hofN,b3394,+,0,RegulonDB_sigma
RpoS,hofO,b3393,+,0,RegulonDB_sigma
RpoS,hofP,b3392,+,0,RegulonDB_sigma
RpoS,insC5,b3044,+,0,RegulonDB_sigma
RpoS,insD5,b3045,+,0,RegulonDB_sigma
RpoS,insI1,b0256,+,0,RegulonDB_sigma
RpoS,insN,b4587,+,0,RegulonDB_sigma
RpoS,kbp,b2665,+,0,RegulonDB_sigma
RpoS,ldcC,b0186,+,0,RegulonDB_sigma
RpoS,lsrA,b1513,+,0,RegulonDB_sigma
RpoS,lsrB,b1516,+,0,RegulonDB_sigma
RpoS,lsrC,b1514,+,0,RegulonDB_sigma
RpoS,lsrD,b1515,+,0,RegulonDB_sigma
RpoS,lsrF,b1517,+,0,RegulonDB_sigma
YfeC,yfeC,b2398,+,0,RegulonDB_TF
AccB,accB,b3255,-,0,RegulonDB_TF
Fis,patA,b3073,,0,RegulonDB_TF
YidZ,phoA,b0383,?,0,Gao2021
omrB,fimA,b4314,-,0,RegulonDB_sRNA
omrB,fecA,b4291,-,0,RegulonDB_sRNA
omrB,essD,b0554,-,0,RegulonDB_sRNA
omrB,dppF,b3540,+,0,RegulonDB_sRNA
omrB,dppB,b3543,+,0,RegulonDB_sRNA
omrB,dld,b2133,-,0,RegulonDB_sRNA
omrB,rclB,b0303,+,0,RegulonDB_sRNA
ryhB,yeaC,b1777,-,0,RegulonDB_sRNA
sdsR,ryeA,b4432,?,0,RegulonDB_sRNA
YidZ,yqeA,b2874,?,0,Gao2021
YidZ,yqeF,b2844,?,0,Gao2021
YidZ,recC,b2822,?,0,Gao2021
YidZ,relA,b2784,?,0,Gao2021
YidZ,pyrG,b2780,?,0,Gao2021
YidZ,ygbA,b2732,?,0,Gao2021
YidZ,gshA,b2688,?,0,Gao2021
YidZ,nrdI,b2674,?,0,Gao2021
YidZ,lhgD,b2660,?,0,Gao2021
YidZ,mltF,b2558,?,0,Gao2021
YidZ,hcaF,b2539,?,0,Gao2021
YidZ,iscR,b2531,?,0,Gao2021
YidZ,hyfH,b2488,?,0,Gao2021
omrB,folP,b3177,-,0,RegulonDB_sRNA
omrB,gntP,b4321,-,0,RegulonDB_sRNA
oxyS,dps,b0812,-,0,RegulonDB_sRNA
omrA,dld,b2133,-,0,RegulonDB_sRNA
omrB,btuB,b3966,-,0,RegulonDB_sRNA
oxyS,pqqL,b1494,+,0,RegulonDB_sRNA
oxyS,hdeA,b3510,-,0,RegulonDB_sRNA
oxyS,gadB,b1493,-,0,RegulonDB_sRNA
oxyS,fhlA,b2731,-,0,RegulonDB_sRNA
omrB,yjcH,b4068,-,0,RegulonDB_sRNA
omrB,yiaL,b3576,-,0,RegulonDB_sRNA
omrB,yahO,b0329,-,0,RegulonDB_sRNA
omrB,tcyJ,b1920,-,0,RegulonDB_sRNA
omrB,sdaC,b2796,-,0,RegulonDB_sRNA
omrB,sdaB,b2797,-,0,RegulonDB_sRNA
omrB,rcnB,b2107,-,0,RegulonDB_sRNA
ryhB,ydbK,b1378,-,0,RegulonDB_sRNA
omrB,rclC,b0301,+,0,RegulonDB_sRNA
omrB,rclA,b0304,+,0,RegulonDB_sRNA
omrB,ompX,b0814,+,0,RegulonDB_sRNA
YidZ,hyfB,b2482,?,0,Gao2021
YidZ,tktB,b2465,?,0,Gao2021
YidZ,hisJ,b2309,?,0,Gao2021
YidZ,dacB,b3182,?,0,Gao2021
YidZ,rnpA,b3704,?,0,Gao2021
YidZ,waaP,b3630,?,0,Gao2021
YidZ,cysE,b3607,?,0,Gao2021
YidZ,mdtF,b3514,?,0,Gao2021
YidZ,malT,b3418,?,0,Gao2021
YidZ,yrfG,b3399,?,0,Gao2021
YidZ,hofQ,b3391,?,0,Gao2021
YidZ,acrF,b3266,?,0,Gao2021
YidZ,yhdH,b3253,?,0,Gao2021
YidZ,rapZ,b3205,?,0,Gao2021
YidZ,yraK,b3145,?,0,Gao2021
YidZ,ynjB,b1754,?,0,Gao2021
YciT,nanS,b4309,?,0,Gao2021
YidZ,thrS,b1719,?,0,Gao2021
YidZ,ydhV,b1673,?,0,Gao2021
YidZ,mngB,b0732,?,0,Gao2021
YidZ,uof,b4637,?,0,Gao2021
YidZ,lpxH,b0524,?,0,Gao2021
YidZ,ybbO,b0493,?,0,Gao2021
YidZ,ybaL,b0478,?,0,Gao2021
YidZ,acrR,b0464,?,0,Gao2021
YidZ,fadA,b3845,?,0,Gao2021
YidZ,nuoG,b2283,?,0,Gao2021
YidZ,rpsU,b3065,?,0,Gao2021
YidZ,ubiG,b2232,?,0,Gao2021
YidZ,yehX,b2129,?,0,Gao2021
YidZ,yehB,b2109,?,0,Gao2021
YidZ,yegD,b2069,?,0,Gao2021
YidZ,dacD,b2010,?,0,Gao2021
YidZ,dcm,b1961,?,0,Gao2021
YidZ,fliZ,b1921,?,0,Gao2021
YidZ,otsA,b1896,?,0,Gao2021
YidZ,fumE,b2929,?,0,Gao2021
YidZ,gss,b2988,?,0,Gao2021
YidZ,mug,b3068,?,0,Gao2021
YidZ,fadB,b3846,?,0,Gao2021
YidZ,proP,b4111,?,0,Gao2021
YidZ,alsB,b4088,?,0,Gao2021
YidZ,mdtN,b4082,?,0,Gao2021
YidZ,gltP,b4077,?,0,Gao2021
YidZ,lamB,b4036,?,0,Gao2021
YidZ,birA,b3973,?,0,Gao2021
YidZ,argH,b3960,?,0,Gao2021
YidZ,cpxP,b4484,?,0,Gao2021
YidZ,yihQ,b3878,?,0,Gao2021
omrA,dppB,b3543,+,0,RegulonDB_sRNA
omrA,dppF,b3540,+,0,RegulonDB_sRNA
omrA,fecA,b4291,-,0,RegulonDB_sRNA
ryfD,clpB,b2592,-,0,RegulonDB_sRNA
ryfA,sseB,b2522,?,0,RegulonDB_sRNA
rydC,yejF,b2180,-,0,RegulonDB_sRNA
rydC,yejE,b2179,-,0,RegulonDB_sRNA
rydC,yejB,b2178,-,0,RegulonDB_sRNA
rydC,yejA,b2177,-,0,RegulonDB_sRNA
rybB,ompW,b1256,-,0,RegulonDB_sRNA
rybB,ompC,b2215,-,0,RegulonDB_sRNA
rseX,ompC,b2215,-,0,RegulonDB_sRNA
rseX,ompA,b0957,-,0,RegulonDB_sRNA
rnpB,rnpA,b3704,+,0,RegulonDB_sRNA
ryhB,acnB,b0118,-,0,RegulonDB_sRNA
rirA,rfaH,b3842,-,0,RegulonDB_sRNA
rdlD,ldrD,b4453,-,0,RegulonDB_sRNA
rdlC,ldrC,b4423,-,0,RegulonDB_sRNA
rdlB,ldrB,b4421,-,0,RegulonDB_sRNA
rdlA,ldrA,b4419,-,0,RegulonDB_sRNA
pspH,spf,b3864,-,0,RegulonDB_sRNA
oxyS,yobF,b1824,-,0,RegulonDB_sRNA
oxyS,yhiM,b3491,-,0,RegulonDB_sRNA
oxyS,ybaY,b0453,-,0,RegulonDB_sRNA
oxyS,yaiZ,b0380,-,0,RegulonDB_sRNA
ryhB,acnA,b1276,-,0,RegulonDB_sRNA
ryhB,bfr,b3336,-,0,RegulonDB_sRNA
oxyS,wrbA,b1004,-,0,RegulonDB_sRNA
YfeC,mfd,b1114,?,0,Gao2021
YfeC,yeiQ,b2172,?,0,Gao2021
YfeC,msrB,b1778,?,0,Gao2021
YfeC,chbB,b1738,?,0,Gao2021
YfeC,lpp,b1677,?,0,Gao2021
YfeC,dtpA,b1634,?,0,Gao2021
YdcN,ygiQ,b4469,?,0,Gao2021
YfeC,pqqL,b1494,?,0,Gao2021
YfeC,ychN,b1219,?,0,Gao2021
YfeC,chaA,b1216,?,0,Gao2021
YfeC,bluF,b1163,?,0,Gao2021
YfeC,mukF,b0922,?,0,Gao2021
YidZ,dcuB,b4123,?,0,Gao2021
YfeC,cmk,b0910,?,0,Gao2021
YfeC,ybhM,b0787,?,0,Gao2021
YfeC,selU,b0503,?,0,Gao2021
YfeC,xseB,b0422,?,0,Gao2021
YfeC,yajI,b0412,?,0,Gao2021
YfeC,sbcC,b0397,?,0,Gao2021
YfeC,araJ,b0396,?,0,Gao2021
YfeC,abgR,b1339,?,0,Gao2021
YidZ,yjeJ,b4145,?,0,Gao2021
YidZ,yjeI,b4144,?,0,Gao2021
ryhB,cueO,b0123,-,0,RegulonDB_sRNA
ryhB,cydA,b0733,-,0,RegulonDB_sRNA
omrA,tcyJ,b1920,-,0,RegulonDB_sRNA
oxyS,uhpT,b3666,+,0,RegulonDB_sRNA
oxyS,rpoS,b2741,-,0,RegulonDB_sRNA
oxyS,rlmD,b2785,-,0,RegulonDB_sRNA
omrB,actP,b4067,-,0,RegulonDB_sRNA
omrA,ykfB,b0250,-,0,RegulonDB_sRNA
omrA,yjcH,b4068,-,0,RegulonDB_sRNA
omrA,yiaL,b3576,-,0,RegulonDB_sRNA
omrA,ybeT,b0647,+,0,RegulonDB_sRNA
omrA,yahO,b0329,-,0,RegulonDB_sRNA
omrA,tsaD,b3064,+,0,RegulonDB_sRNA
omrA,sdaC,b2796,-,0,RegulonDB_sRNA
ryhB,entB,b0595,+,0,RegulonDB_sRNA
omrA,sdaB,b2797,-,0,RegulonDB_sRNA
omrA,rcnB,b2107,-,0,RegulonDB_sRNA
omrA,rclA,b0304,+,0,RegulonDB_sRNA
omrA,osmB,b1283,-,0,RegulonDB_sRNA
omrA,ompX,b0814,+,0,RegulonDB_sRNA
omrA,gntP,b4321,-,0,RegulonDB_sRNA
omrA,folP,b3177,-,0,RegulonDB_sRNA
omrA,fimA,b4314,-,0,RegulonDB_sRNA
ryhB,entC,b0593,+,0,RegulonDB_sRNA
ryhB,entA,b0596,+,0,RegulonDB_sRNA
ryhB,loiP,b2936,-,0,RegulonDB_sRNA
ryhB,sseB,b2522,-,0,RegulonDB_sRNA
ryhB,sdhD,b0722,-,0,RegulonDB_sRNA
ryhB,pflA,b0902,-,0,RegulonDB_sRNA
ryhB,pepB,b2523,-,0,RegulonDB_sRNA
ryhB,mrp,b2113,-,0,RegulonDB_sRNA
ryhB,entE,b0594,+,0,RegulonDB_sRNA
ryhB,hybO,b2997,-,0,RegulonDB_sRNA
ryhB,hscB,b2527,-,0,RegulonDB_sRNA
ryhB,grxD,b1654,-,0,RegulonDB_sRNA
ryhB,fumA,b1612,-,0,RegulonDB_sRNA
ryhB,frdA,b4154,-,0,RegulonDB_sRNA
ryhB,fdoG,b3894,-,0,RegulonDB_sRNA
ryhB,entH,b0597,+,0,RegulonDB_sRNA
YidZ,clpX,b0438,?,0,Gao2021
YidZ,insF-2,b0372,?,0,Gao2021
Fis,yodD,b1953,+,0,RegulonDB_TF
YidZ,tauA,b0365,?,0,Gao2021
YidL,yidK,b3679,?,0,Gao2021
YidL,yiaG,b3555,?,0,Gao2021
YeiE,ybhI,b0770,?,0,Gao2021
YeiE,ybiB,b0800,?,0,Gao2021
YeiE,mdfA,b0842,?,0,Gao2021
YeiE,clpA,b0882,?,0,Gao2021
YeiE,fadK,b1701,?,0,Gao2021
YeiE,ydiJ,b1687,?,0,Gao2021
YeiE,,b1510,?,0,Gao2021
YeiE,emtA,b1193,?,0,Gao2021
YeiE,ymgF,b4520,?,0,Gao2021
YeiE,potB,b1125,?,0,Gao2021
YeiE,potC,b1124,?,0,Gao2021
YeiE,nagK,b1119,?,0,Gao2021
YeiE,ycfL,b1104,?,0,Gao2021
YbaQ,ftsI,b0084,?,0,Gao2021
YeiE,trhO,b1055,?,0,Gao2021
YeiE,putP,b1015,?,0,Gao2021
YeiE,rutR,b1013,?,0,Gao2021
YehT,rimP,b3170,?,0,Gao2021
YehT,yiaG,b3555,?,0,Gao2021
YgfI,dhaK,b1200,?,0,Gao2021
YeiE,hemH,b0475,?,0,Gao2021
YeiE,osmE,b1739,?,0,Gao2021
YeiE,rpmI,b1717,?,0,Gao2021
YeiE,aroH,b1704,?,0,Gao2021
YeiE,speF,b0693,?,0,Gao2021
YeiE,mrdA,b0635,?,0,Gao2021
YeiE,ybdO,b0603,?,0,Gao2021
YeiE,ybcQ,b0551,?,0,Gao2021
YeiE,sfmH,b0533,?,0,Gao2021
YeiE,ybbW,b0511,?,0,Gao2021
YeiE,htpG,b0473,?,0,Gao2021
YgfI,yihQ,b3878,?,0,Gao2021
YeiE,ybaB,b0471,?,0,Gao2021
YeiE,tsx,b0411,?,0,Gao2021
YeiE,lacY,b0343,?,0,Gao2021
YeiE,ilvI,b0077,?,0,Gao2021
YeiE,leuC,b0072,?,0,Gao2021
YeiE,yabI,b0065,?,0,Gao2021
YnfL,ynfL,b1595,?,0,Gao2021
YhjB,dhaK,b1200,?,0,Gao2021
YgbI,ygbI,b2735,?,0,Gao2021
YbhD,yihQ,b3878,?,0,Gao2021
YeiE,torD,b0998,?,0,Gao2021
YeiE,elfC,b0940,?,0,Gao2021
YbiH,tsr,b4355,?,0,Gao2021
YbiH,rna,b0611,?,0,Gao2021
YbiH,ecpE,b0289,?,0,Gao2021
YbiH,bamA,b0177,?,0,Gao2021
YbiH,caiC,b0037,?,0,Gao2021
YbiH,dnaK,b0014,?,0,Gao2021
YafC,yjiT,b4342,?,0,Gao2021
YafC,mdaB,b3028,?,0,Gao2021
YbiH,treB,b4240,?,0,Gao2021
YafC,yoaC,b1810,?,0,Gao2021
YdcI,iraP,b0382,?,0,Gao2021
YbiH,cecR,b0796,?,0,Gao2021
YheO,yfbV,b2295,?,0,Gao2021
YheO,tehA,b1429,?,0,Gao2021
YheO,ydcK,b1428,?,0,Gao2021
YheO,ydbH,b1381,?,0,Gao2021
YheO,ldhA,b1380,?,0,Gao2021
YheO,lipA,b0628,?,0,Gao2021
YiaJ,yiaK,b3575,?,0,Gao2021
YiaJ,yiaJ,b3574,?,0,Gao2021
YiaJ,ygjV,b3090,?,0,Gao2021
YdcI,gltP,b4077,?,0,Gao2021
YbiH,cobC,b0638,?,0,Gao2021
YbiH,ybiR,b0818,?,0,Gao2021
YeiE,msbA,b0914,?,0,Gao2021
YbiH,rbsA,b3749,?,0,Gao2021
YeiE,serC,b0907,?,0,Gao2021
YeiE,trxB,b0888,?,0,Gao2021
YeiE,aat,b0885,?,0,Gao2021
YeiE,lpxL,b1054,?,0,Gao2021
YidL,rimP,b3170,?,0,Gao2021
YbaQ,ykfG,b0247,?,0,Gao2021
YbaQ,mhpA,b0347,?,0,Gao2021
YbiH,rmuC,b3832,?,0,Gao2021
YbiH,gcvP,b2903,?,0,Gao2021
YbiH,torS,b0993,?,0,Gao2021
YbiH,queE,b2777,?,0,Gao2021
YbiH,proV,b2677,?,0,Gao2021
YbiH,hscA,b2526,?,0,Gao2021
YbiH,fadL,b2344,?,0,Gao2021
YbiH,yfbK,b2270,?,0,Gao2021
YbiH,arnC,b2254,?,0,Gao2021
YbiH,yehQ,b2122,?,0,Gao2021
YbiH,torZ,b1872,?,0,Gao2021
YbiH,sad,b1525,?,0,Gao2021
YbiH,ycjX,b1321,?,0,Gao2021
YeiE,chiA,b3338,?,0,Gao2021
YeiE,xylB,b3564,?,0,Gao2021
YidZ,comR,b1111,?,0,Gao2021
YidZ,cybB,b1418,?,0,Gao2021
YidZ,,b1417,?,0,Gao2021
YidZ,aldA,b1415,?,0,Gao2021
YidZ,pspD,b1307,?,0,Gao2021
YidZ,puuR,b1299,?,0,Gao2021
YidZ,lpp,b1677,?,0,Gao2021
YidZ,pgpB,b1278,?,0,Gao2021
YidZ,ychQ,b1213,?,0,Gao2021
YidZ,dhaR,b1201,?,0,Gao2021
YidZ,beeE,b1151,?,0,Gao2021
YidZ,ghrA,b1033,?,0,Gao2021
YidZ,yddJ,b1470,?,0,Gao2021
YidZ,torD,b0998,?,0,Gao2021
YidZ,appB,b0979,?,0,Gao2021
YidZ,lrp,b0889,?,0,Gao2021
YidZ,moeA,b0827,?,0,Gao2021
YidZ,moeB,b0826,?,0,Gao2021
YidZ,ybiU,b0821,?,0,Gao2021
YidZ,ybiT,b0820,?,0,Gao2021
YidZ,acnA,b1276,?,0,Gao2021
YciT,yjiT,b4342,?,0,Gao2021
YidZ,mnaT,b1448,?,0,Gao2021
YidZ,ydfE,b1577,?,0,Gao2021
YeiE,degS,b3235,?,0,Gao2021
sibE,ibsE,b4666,-,0,RegulonDB_sRNA
YidZ,mhpT,b0353,?,0,Gao2021
YidZ,lacZ,b0344,?,0,Gao2021
YidZ,yagP,b0282,?,0,Gao2021
YidZ,panB,b0134,?,0,Gao2021
YidZ,murD,b0088,?,0,Gao2021
symR,symE,b4347,-,0,RegulonDB_sRNA
spf,galK,b0757,-,0,RegulonDB_sRNA
sokC,mokC,b0018,-,0,RegulonDB_sRNA
sokB,mokB,b1420,-,0,RegulonDB_sRNA
sibD,ibsD,b4664,-,0,RegulonDB_sRNA
YidZ,ynfM,b1596,?,0,Gao2021
sibC,ibsC,b4665,-,0,RegulonDB_sRNA
sibB,ibsB,b4668,-,0,RegulonDB_sRNA
sibA,ibsA,b4667,-,0,RegulonDB_sRNA
YidZ,cydA,b0733,?,0,Gao2021
YidZ,galE,b0759,?,0,Gao2021
YidZ,clsB,b0789,?,0,Gao2021
YidZ,ybiA,b0798,?,0,Gao2021
YidZ,ydhR,b1667,?,0,Gao2021
YidZ,slyB,b1641,?,0,Gao2021
YidZ,pntA,b1603,?,0,Gao2021
YciT,yjjI,b4380,?,0,Gao2021
YeiE,yiiM,b3910,?,0,Gao2021
YbaQ,fixB,b0042,?,0,Gao2021
YeiE,yjjJ,b4385,?,0,Gao2021
YeiE,pepA,b4260,?,0,Gao2021
YeiE,lysU,b4129,?,0,Gao2021
YeiE,dcuS,b4125,?,0,Gao2021
YeiE,dcuR,b4124,?,0,Gao2021
YeiE,fdhF,b4079,?,0,Gao2021
YeiE,ubiC,b4039,?,0,Gao2021
YeiE,yjaG,b3999,?,0,Gao2021
YeiE,yiiS,b3922,?,0,Gao2021
YeiE,rhaD,b3902,?,0,Gao2021
YeiE,rpmJ,b3299,?,0,Gao2021
YeiE,yiiF,b3890,?,0,Gao2021
YeiE,yihN,b3874,?,0,Gao2021
YeiE,trkH,b3849,?,0,Gao2021
YeiE,rbsA,b3749,?,0,Gao2021
YeiE,atpH,b3735,?,0,Gao2021
YeiE,yidZ,b3711,?,0,Gao2021
YeiE,mdtL,b3710,?,0,Gao2021
YeiE,ilvN,b3670,?,0,Gao2021
YeiE,uhpT,b3666,?,0,Gao2021
YeiE,yicH,b3655,?,0,Gao2021
YeiE,pck,b3403,?,0,Gao2021
YeiE,gdhA,b1761,?,0,Gao2021
YeiE,yraJ,b3144,?,0,Gao2021
YeiE,yfgJ,b2510,?,0,Gao2021
YeiE,agaB,b3138,?,0,Gao2021
YeiE,cyuP,b3110,?,0,Gao2021
YeiE,ebgR,b3075,?,0,Gao2021
YeiE,dnaG,b3066,?,0,Gao2021
YeiE,ygeF,b2850,?,0,Gao2021
YeiE,yfjH,b2623,?,0,Gao2021
YeiE,yfhM,b2520,?,0,Gao2021
YeiE,der,b2511,?,0,Gao2021
YeiE,yfdV,b2372,?,0,Gao2021
YeiE,yrdF,b4697,?,0,Gao2021
YeiE,yfcC,b2298,?,0,Gao2021
YeiE,yeiH,b2158,?,0,Gao2021
YeiE,yeiE,b2157,?,0,Gao2021
YeiE,yeiG,b2154,?,0,Gao2021
YeiE,thiD,b2103,?,0,Gao2021
YeiE,sbcB,b2011,?,0,Gao2021
YeiE,yodB,b1974,?,0,Gao2021
YeiE,ydjE,b1769,?,0,Gao2021
YfeC,pdeN,b2176,?,0,Gao2021
YfeC,yfdS,b2362,?,0,Gao2021
YfeC,yfeW,b2430,?,0,Gao2021
YfeC,yffQ,b2448,?,0,Gao2021
RpoD,esrE,b4707,+,0,RegulonDB_sigma
RpoD,fnrS,b4699,+,0,RegulonDB_sigma
RpoE,cyaR,b4438,+,0,RegulonDB_sigma
YdcN,ybhG,b0795,?,0,Gao2021
YdcN,ybhJ,b0771,?,0,Gao2021
YfeC,dtpB,b3496,?,0,Gao2021
YfeC,fimH,b4320,?,0,Gao2021
YfeC,ppa,b4226,?,0,Gao2021
YfeC,trmA,b3965,?,0,Gao2021
YfeC,fdoG,b3894,?,0,Gao2021
YfeC,mdtL,b3710,?,0,Gao2021
YfeC,secB,b3609,?,0,Gao2021
