,gene_id,gene_name,gene_ontology
31546,b2051,gmm,magnesium ion binding
31547,b2051,gmm,magnesium ion binding
31548,b2051,gmm,magnesium ion binding
31549,b2051,gmm,magnesium ion binding
31550,b2051,gmm,magnesium ion binding
31551,b2051,gmm,GDP-mannose mannosyl hydrolase activity
31552,b2051,gmm,GDP-mannose mannosyl hydrolase activity
31553,b2051,gmm,GDP-mannose mannosyl hydrolase activity
31554,b2051,gmm,GDP-mannose mannosyl hydrolase activity
31555,b2051,gmm,GDP-mannose mannosyl hydrolase activity
31556,b2051,gmm,GDP-mannose mannosyl hydrolase activity
31557,b2051,gmm,hydrolase activity
31558,b2051,gmm,hydrolase activity
31559,b2051,gmm,manganese ion binding
31560,b2051,gmm,manganese ion binding
31561,b2051,gmm,identical protein binding
31562,b2051,gmm,identical protein binding
31563,b2051,gmm,protein homodimerization activity
31564,b2051,gmm,protein homodimerization activity
31565,b2051,gmm,metal ion binding
31566,b2051,gmm,GDP-glucosidase activity
31567,b2051,gmm,lipopolysaccharide biosynthetic process
31568,b2052,fcl,oxidoreductase activity
31569,b2052,fcl,oxidoreductase activity
31570,b2052,fcl,isomerase activity
31571,b2052,fcl,protein homodimerization activity
31572,b2052,fcl,GDP-L-fucose synthase activity
31573,b2052,fcl,GDP-L-fucose synthase activity
31574,b2052,fcl,GDP-L-fucose synthase activity
31575,b2052,fcl,GDP-L-fucose synthase activity
31576,b2052,fcl,NADP+ binding
31577,b2052,fcl,nucleotide-sugar biosynthetic process
31578,b2052,fcl,colanic acid biosynthetic process
31579,b2052,fcl,'de novo' GDP-L-fucose biosynthetic process
31580,b2052,fcl,'de novo' GDP-L-fucose biosynthetic process
31581,b2052,fcl,cytoplasm
31582,b2052,fcl,cytoplasm
31583,b2052,fcl,GDP-L-fucose synthase activity
31584,b2622,intA,provirus excision
31585,b2622,intA,DNA binding
31586,b2622,intA,DNA binding
31587,b2622,intA,protein binding
31588,b2622,intA,protein binding
31589,b2622,intA,protein binding
31590,b2622,intA,protein binding
31591,b2622,intA,prophage integrase activity
31592,b2622,intA,DNA recombination
31593,b2622,intA,DNA recombination
31594,b2622,intA,DNA integration
31595,b2622,intA,DNA integration
31596,b2622,intA,viral genome integration into host DNA
31597,b2622,intA,symbiont entry into host cell
31598,b2622,intA,establishment of integrated proviral latency
31599,b2622,intA,provirus excision
31600,b2622,intA,prophage integrase activity
31601,b0029,ispH,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31602,b0029,ispH,oxidoreductase activity
31603,b0029,ispH,hydroxymethylbutenyl pyrophosphate reductase activity
31604,b0029,ispH,metal ion binding
31605,b0029,ispH,metal ion binding
31606,b0029,ispH,"3 iron, 4 sulfur cluster binding"
31607,b0029,ispH,"4 iron, 4 sulfur cluster binding"
31608,b0029,ispH,"4 iron, 4 sulfur cluster binding"
31609,b0029,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity
31610,b0029,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity
31611,b0029,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity
31612,b0029,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity
31613,b0029,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity
31614,b0029,ispH,isoprenoid biosynthetic process
31615,b0029,ispH,terpenoid biosynthetic process
31616,b0029,ispH,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31617,b0029,ispH,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31618,b0029,ispH,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31619,b0029,ispH,dimethylallyl diphosphate biosynthetic process
31620,b0029,ispH,dimethylallyl diphosphate biosynthetic process
31621,b0029,ispH,dimethylallyl diphosphate biosynthetic process
31622,b0029,ispH,cytosol
31623,b0029,ispH,cytosol
31624,b0029,ispH,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31625,b0029,ispH,cytosol
31626,b0029,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity
31627,b2515,ispG,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31628,b2515,ispG,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31629,b2515,ispG,iron ion binding
31630,b2515,ispG,protein binding
31631,b2515,ispG,protein binding
31632,b2515,ispG,oxidoreductase activity
31633,b2515,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)
31634,b2515,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)
31635,b2515,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)
31636,b2515,ispG,metal ion binding
31637,b2515,ispG,metal ion binding
31638,b2515,ispG,"4 iron, 4 sulfur cluster binding"
31639,b2515,ispG,"4 iron, 4 sulfur cluster binding"
31640,b2515,ispG,"4 iron, 4 sulfur cluster binding"
31641,b2515,ispG,4-hydroxy-3-methylbut-2-enyl-diphosphate synthase activity (flavodoxin)
31642,b2515,ispG,4-hydroxy-3-methylbut-2-enyl-diphosphate synthase activity (flavodoxin)
31643,b2515,ispG,isoprenoid biosynthetic process
31644,b2515,ispG,terpenoid biosynthetic process
31645,b2515,ispG,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31646,b2515,ispG,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31647,b2515,ispG,cytosol
31648,b2515,ispG,cytosol
31649,b2515,ispG,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31650,b2515,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)
31651,b2019,hisG,L-histidine biosynthetic process
31652,b2019,hisG,L-histidine biosynthetic process
31653,b2019,hisG,magnesium ion binding
31654,b2019,hisG,magnesium ion binding
31655,b2019,hisG,ATP phosphoribosyltransferase activity
31656,b2019,hisG,ATP phosphoribosyltransferase activity
31657,b2019,hisG,ATP phosphoribosyltransferase activity
31658,b2019,hisG,ATP phosphoribosyltransferase activity
31659,b2019,hisG,ATP phosphoribosyltransferase activity
31660,b2019,hisG,ATP phosphoribosyltransferase activity
31661,b2019,hisG,ATP binding
31662,b2019,hisG,glycosyltransferase activity
31663,b2019,hisG,metal ion binding
31664,b2019,hisG,L-histidine biosynthetic process
31665,b2019,hisG,L-histidine biosynthetic process
31666,b2019,hisG,L-histidine biosynthetic process
31667,b2019,hisG,L-histidine biosynthetic process
31668,b2019,hisG,L-histidine biosynthetic process
31669,b2019,hisG,cytoplasm
31670,b2019,hisG,cytoplasm
31671,b2019,hisG,cytoplasm
31672,b2019,hisG,cytoplasm
31673,b2019,hisG,cytosol
31674,b2019,hisG,cytosol
31675,b2019,hisG,ATP phosphoribosyltransferase activity
31676,b2019,hisG,L-histidine biosynthetic process
31677,b0349,mhpC,3-(3-hydroxy)phenylpropionate catabolic process
31678,b0349,mhpC,hydrolase activity
31679,b0349,mhpC,hydrolase activity
31680,b0349,mhpC,hydrolase activity
31681,b0349,mhpC,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity"
31682,b0349,mhpC,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity"
31683,b0349,mhpC,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity"
31684,b0349,mhpC,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity"
31685,b0349,mhpC,"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity"
31686,b0349,mhpC,protein homodimerization activity
31687,b0349,mhpC,"2-hydroxy-6-oxonona-2,4,7-trienedioate hydrolase activity"
31688,b0349,mhpC,"2-hydroxy-6-oxonona-2,4,7-trienedioate hydrolase activity"
31689,b0349,mhpC,"2-hydroxy-6-oxonona-2,4,7-trienedioate hydrolase activity"
31690,b0349,mhpC,catabolic process
31691,b0349,mhpC,3-phenylpropionate catabolic process
31692,b0349,mhpC,3-phenylpropionate catabolic process
31693,b0349,mhpC,cytoplasm
31694,b0349,mhpC,cytoplasm
31695,b2746,ispF,ubiquinone biosynthetic process
31696,b2746,ispF,protein binding
31697,b2746,ispF,zinc ion binding
31698,b2746,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
31699,b2746,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
31700,b2746,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
31701,b2746,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
31702,b2746,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
31703,b2746,ispF,lyase activity
31704,b2746,ispF,manganese ion binding
31705,b2746,ispF,identical protein binding
31706,b2746,ispF,metal ion binding
31707,b2746,ispF,metal ion binding
31708,b2746,ispF,isoprenoid biosynthetic process
31709,b2746,ispF,terpenoid biosynthetic process
31710,b2746,ispF,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31711,b2746,ispF,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31712,b2746,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
31713,b1208,ispE,protein binding
31714,b1208,ispE,ATP binding
31715,b1208,ispE,ATP binding
31716,b1208,ispE,ATP binding
31717,b1208,ispE,ATP binding
31718,b1208,ispE,kinase activity
31719,b1208,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
31720,b1208,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
31721,b1208,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
31722,b1208,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
31723,b1208,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
31724,b1208,ispE,isoprenoid biosynthetic process
31725,b1208,ispE,terpenoid biosynthetic process
31726,b1208,ispE,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31727,b1208,ispE,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
31728,b1208,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
31729,b4074,nrfE,heme transmembrane transporter activity
31730,b4074,nrfE,heme binding
31731,b4074,nrfE,heme transport
31732,b4074,nrfE,cytochrome complex assembly
31733,b4074,nrfE,cytochrome complex assembly
31734,b4074,nrfE,plasma membrane
31735,b4074,nrfE,plasma membrane
31736,b4074,nrfE,plasma membrane
31737,b4074,nrfE,membrane
31738,b2797,sdaB,L-serine catabolic process
31739,b2797,sdaB,L-serine ammonia-lyase activity
31740,b2797,sdaB,L-serine ammonia-lyase activity
31741,b2797,sdaB,L-serine ammonia-lyase activity
31742,b2797,sdaB,L-serine ammonia-lyase activity
31743,b2797,sdaB,lyase activity
31744,b2797,sdaB,metal ion binding
31745,b2797,sdaB,"4 iron, 4 sulfur cluster binding"
31746,b2797,sdaB,"4 iron, 4 sulfur cluster binding"
31747,b2797,sdaB,gluconeogenesis
31748,b2797,sdaB,gluconeogenesis
31749,b2797,sdaB,gluconeogenesis
31750,b2797,sdaB,L-serine ammonia-lyase activity
31751,b0781,moaA,Mo-molybdopterin cofactor biosynthetic process
31752,b0781,moaA,Mo-molybdopterin cofactor biosynthetic process
31753,b0781,moaA,Mo-molybdopterin cofactor biosynthetic process
31754,b0781,moaA,response to heat
31755,b0781,moaA,catalytic activity
31756,b0781,moaA,GTP binding
31757,b0781,moaA,GTP binding
31758,b0781,moaA,lyase activity
31759,b0781,moaA,metal ion binding
31760,b0781,moaA,metal ion binding
31761,b0781,moaA,"4 iron, 4 sulfur cluster binding"
31762,b0781,moaA,"4 iron, 4 sulfur cluster binding"
31763,b0781,moaA,"4 iron, 4 sulfur cluster binding"
31764,b0781,moaA,"4 iron, 4 sulfur cluster binding"
31765,b0781,moaA,"GTP 3',8'-cyclase activity"
31766,b0781,moaA,"GTP 3',8'-cyclase activity"
31767,b0781,moaA,"GTP 3',8'-cyclase activity"
31768,b0781,moaA,"GTP 3',8'-cyclase activity"
31769,b0781,moaA,S-adenosyl-L-methionine binding
31770,b0781,moaA,Mo-molybdopterin cofactor biosynthetic process
31771,b0781,moaA,Mo-molybdopterin cofactor biosynthetic process
31772,b0781,moaA,Mo-molybdopterin cofactor biosynthetic process
31773,b0781,moaA,cyclic pyranopterin monophosphate synthase activity
31774,b0781,moaA,Mo-molybdopterin cofactor biosynthetic process
31775,b0781,moaA,"GTP 3',8'-cyclase activity"
31776,b4081,mdtO,sulfathiazole transmembrane transport
31777,b4081,mdtO,protein binding
31778,b4081,mdtO,protein binding
31779,b4081,mdtO,protein binding
31780,b4081,mdtO,sulfathiazole transmembrane transporter activity
31781,b4081,mdtO,transmembrane transporter activity
31782,b4081,mdtO,response to antibiotic
31783,b4081,mdtO,transmembrane transport
31784,b4081,mdtO,transmembrane transport
31785,b4081,mdtO,plasma membrane
31786,b4081,mdtO,plasma membrane
31787,b4081,mdtO,plasma membrane
31788,b4081,mdtO,plasma membrane
31789,b4081,mdtO,plasma membrane
31790,b4081,mdtO,membrane
31791,b4081,mdtO,transporter complex
31792,b4081,mdtO,plasma membrane
31793,b4082,mdtN,response to antibiotic
31794,b4082,mdtN,sulfathiazole transmembrane transport
31795,b4082,mdtN,sulfathiazole transmembrane transporter activity
31796,b4082,mdtN,xenobiotic transmembrane transporter activity
31797,b4082,mdtN,response to antibiotic
31798,b4082,mdtN,transmembrane transport
31799,b4082,mdtN,xenobiotic detoxification by transmembrane export across the plasma membrane
31800,b4082,mdtN,plasma membrane
31801,b4082,mdtN,plasma membrane
31802,b4082,mdtN,membrane
31803,b4082,mdtN,transporter complex
31804,b4082,mdtN,transmembrane transport
31805,b4082,mdtN,transmembrane transporter activity
31806,b4083,yjcS,dodecyl sulfate metabolic process
31807,b4083,yjcS,hydrolase activity
31808,b4083,yjcS,linear primary-alkylsulfatase activity
31809,b4083,yjcS,linear primary-alkylsulfatase activity
31810,b4083,yjcS,linear primary-alkylsulfatase activity
31811,b4083,yjcS,metal ion binding
31812,b4083,yjcS,protein dimerization activity
31813,b4083,yjcS,dodecyl sulfate metabolic process
31814,b4083,yjcS,outer membrane-bounded periplasmic space
31815,b4083,yjcS,periplasmic space
31816,b4083,yjcS,periplasmic space
31817,b4083,yjcS,linear primary-alkylsulfatase activity
31818,b4083,yjcS,dodecyl sulfate metabolic process
31819,b4083,yjcS,outer membrane-bounded periplasmic space
31820,b2775,yqcE,transmembrane transporter activity
31821,b2775,yqcE,transmembrane transport
31822,b2775,yqcE,plasma membrane
31823,b2775,yqcE,plasma membrane
31824,b2775,yqcE,plasma membrane
31825,b3519,treF,trehalose catabolic process
31826,b3519,treF,cellular hyperosmotic response
31827,b3519,treF,"alpha,alpha-trehalase activity"
31828,b3519,treF,"alpha,alpha-trehalase activity"
31829,b3519,treF,"alpha,alpha-trehalase activity"
31830,b3519,treF,"alpha,alpha-trehalase activity"
31831,b3519,treF,"alpha,alpha-trehalase activity"
31832,b3519,treF,"hydrolase activity, acting on glycosyl bonds"
31833,b3519,treF,trehalose catabolic process
31834,b3519,treF,trehalose catabolic process
31835,b3519,treF,trehalose catabolic process
31836,b3519,treF,cellular hyperosmotic response
31837,b3519,treF,cytoplasm
31838,b3519,treF,cytoplasm
31839,b3519,treF,cytoplasm
31840,b3519,treF,cytoplasm
31841,b3519,treF,"alpha,alpha-trehalase activity"
31842,b3519,treF,trehalose catabolic process
31843,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
31844,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
31845,b3064,tsaD,magnesium ion binding
31846,b3064,tsaD,iron ion binding
31847,b3064,tsaD,iron ion binding
31848,b3064,tsaD,protein binding
31849,b3064,tsaD,protein binding
31850,b3064,tsaD,protein binding
31851,b3064,tsaD,acyltransferase activity
31852,b3064,tsaD,"acyltransferase activity, transferring groups other than amino-acyl groups"
31853,b3064,tsaD,identical protein binding
31854,b3064,tsaD,metal ion binding
31855,b3064,tsaD,N(6)-L-threonylcarbamoyladenine synthase activity
31856,b3064,tsaD,N(6)-L-threonylcarbamoyladenine synthase activity
31857,b3064,tsaD,glycosylation-dependent protein binding
31858,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
31859,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
31860,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
31861,b3064,tsaD,tRNA modification
31862,b3064,tsaD,tRNA processing
31863,b3064,tsaD,tRNA threonylcarbamoyladenosine metabolic process
31864,b3064,tsaD,maintenance of translational fidelity
31865,b3064,tsaD,cytoplasm
31866,b3064,tsaD,cytoplasm
31867,b3064,tsaD,cytoplasm
31868,b3064,tsaD,cytosol
31869,b3064,tsaD,EKC/KEOPS complex
31870,b4087,alsA,D-allose transmembrane transport
31871,b4087,alsA,ATP binding
31872,b4087,alsA,ATP binding
31873,b4087,alsA,ATP binding
31874,b4087,alsA,ABC-type D-allose transporter activity
31875,b4087,alsA,ABC-type D-allose transporter activity
31876,b4087,alsA,ATP hydrolysis activity
31877,b4087,alsA,D-ribose transmembrane transport
31878,b4087,alsA,D-allose transmembrane transport
31879,b4087,alsA,plasma membrane
31880,b4087,alsA,plasma membrane
31881,b4087,alsA,plasma membrane
31882,b4087,alsA,membrane
31883,b4087,alsA,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
31884,b3061,ttdA,single-species biofilm formation
31885,b3061,ttdA,tartrate metabolic process
31886,b3061,ttdA,protein binding
31887,b3061,ttdA,protein binding
31888,b3061,ttdA,L(+)-tartrate dehydratase activity
31889,b3061,ttdA,L(+)-tartrate dehydratase activity
31890,b3061,ttdA,lyase activity
31891,b3061,ttdA,lyase activity
31892,b3061,ttdA,metal ion binding
31893,b3061,ttdA,"4 iron, 4 sulfur cluster binding"
31894,b3061,ttdA,tartrate catabolic process
31895,b3061,ttdA,catalytic complex
31896,b3061,ttdA,tricarboxylic acid cycle
31897,b3061,ttdA,fumarate hydratase activity
31898,b3061,ttdA,cytosol
31899,b4260,pepA,plasmid maintenance
31900,b4260,pepA,DNA-templated transcription
31901,b4260,pepA,DNA-templated transcription
31902,b4260,pepA,plasmid recombination
31903,b4260,pepA,peptide catabolic process
31904,b4260,pepA,"transcription antitermination factor activity, DNA binding"
31905,b4260,pepA,DNA binding
31906,b4260,pepA,aminopeptidase activity
31907,b4260,pepA,aminopeptidase activity
31908,b4260,pepA,aminopeptidase activity
31909,b4260,pepA,metalloexopeptidase activity
31910,b4260,pepA,manganese ion binding
31911,b4260,pepA,manganese ion binding
31912,b4260,pepA,metal ion binding
31913,b4260,pepA,metalloaminopeptidase activity
31914,b4260,pepA,proteolysis
31915,b4260,pepA,proteolysis
31916,b4260,pepA,transcription antitermination
31917,b4260,pepA,cytoplasm
31918,b4260,pepA,cytoplasm
31919,b4260,pepA,proteolysis
31920,b4260,pepA,aminopeptidase activity
31921,b4260,pepA,cytoplasm
31922,b2332,yfcO,cytosol
31923,b2291,yfbR,dUMP biosynthetic process
31924,b2291,yfbR,pyrimidine deoxyribonucleotide salvage
31925,b2291,yfbR,nucleotide binding
31926,b2291,yfbR,5'-deoxynucleotidase activity
31927,b2291,yfbR,5'-deoxynucleotidase activity
31928,b2291,yfbR,5'-deoxynucleotidase activity
31929,b2291,yfbR,5'-deoxynucleotidase activity
31930,b2291,yfbR,hydrolase activity
31931,b2291,yfbR,phosphatase activity
31932,b2291,yfbR,identical protein binding
31933,b2291,yfbR,metal ion binding
31934,b2291,yfbR,thymidylate 5'-phosphatase activity
31935,b2291,yfbR,cobalt ion binding
31936,b2291,yfbR,cytoplasm
31937,b2291,yfbR,cytoplasm
31938,b2291,yfbR,5'-deoxynucleotidase activity
31939,b2211,yojI,microcin transport
31940,b2211,yojI,response to antibiotic
31941,b2211,yojI,ATP binding
31942,b2211,yojI,ATP binding
31943,b2211,yojI,ATP binding
31944,b2211,yojI,ATP hydrolysis activity
31945,b2211,yojI,ABC-type transporter activity
31946,b2211,yojI,peptide transmembrane transporter activity
31947,b2211,yojI,peptide transmembrane transporter activity
31948,b2211,yojI,peptide transport
31949,b2211,yojI,response to antibiotic
31950,b2211,yojI,transmembrane transport
31951,b2211,yojI,plasma membrane
31952,b2211,yojI,plasma membrane
31953,b2211,yojI,membrane
31954,b2211,yojI,membrane
31955,b2211,yojI,ATP binding
31956,b2211,yojI,ATP-binding cassette (ABC) transporter complex
31957,b2211,yojI,ATPase-coupled transmembrane transporter activity
31958,b2210,mqo,L-malate dehydrogenase (quinone) activity
31959,b2210,mqo,L-malate dehydrogenase (quinone) activity
31960,b2210,mqo,L-malate dehydrogenase (quinone) activity
31961,b2210,mqo,L-malate dehydrogenase (quinone) activity
31962,b2210,mqo,L-malate dehydrogenase (quinone) activity
31963,b2210,mqo,oxidoreductase activity
31964,b2210,mqo,"oxidoreductase activity, acting on CH-OH group of donors"
31965,b2210,mqo,flavin adenine dinucleotide binding
31966,b2210,mqo,tricarboxylic acid cycle
31967,b2210,mqo,tricarboxylic acid cycle
31968,b2210,mqo,tricarboxylic acid cycle
31969,b2210,mqo,tricarboxylic acid cycle
31970,b2210,mqo,cytosol
31971,b2210,mqo,cytoplasmic side of plasma membrane
31972,b2210,mqo,cytoplasm
31973,b2271,yfbL,metalloexopeptidase activity
31974,b2271,yfbL,proteolysis
31975,b2271,yfbL,plasma membrane
31976,b2271,yfbL,membrane
31977,b2271,yfbL,membrane
31978,b2271,yfbL,proteolysis
31979,b3654,xanP,xanthine transport
31980,b3654,xanP,nucleobase transmembrane transporter activity
31981,b3654,xanP,transmembrane transporter activity
31982,b3654,xanP,xanthine transmembrane transporter activity
31983,b3654,xanP,transmembrane transport
31984,b3654,xanP,plasma membrane
31985,b3654,xanP,plasma membrane
31986,b3654,xanP,plasma membrane
31987,b3654,xanP,plasma membrane
31988,b3654,xanP,plasma membrane
31989,b3654,xanP,membrane
31990,b3654,xanP,xanthine transmembrane transporter activity
31991,b3654,xanP,plasma membrane
31992,b3654,xanP,xanthine transport
31993,b2497,uraA,uracil import across plasma membrane
31994,b2497,uraA,uracil import across plasma membrane
31995,b2497,uraA,uracil import across plasma membrane
31996,b2497,uraA,nucleobase transmembrane transporter activity
31997,b2497,uraA,uracil transmembrane transporter activity
31998,b2497,uraA,uracil transmembrane transporter activity
31999,b2497,uraA,symporter activity
32000,b2497,uraA,uracil:monoatomic cation symporter activity
32001,b2497,uraA,uracil:monoatomic cation symporter activity
32002,b2497,uraA,transmembrane transporter activity
32003,b2497,uraA,protein homodimerization activity
32004,b2497,uraA,uracil transport
32005,b2497,uraA,transmembrane transport
32006,b2497,uraA,plasma membrane
32007,b2497,uraA,plasma membrane
32008,b2497,uraA,plasma membrane
32009,b2497,uraA,plasma membrane
32010,b2497,uraA,plasma membrane
32011,b2497,uraA,plasma membrane
32012,b2497,uraA,membrane
32013,b2497,uraA,membrane
32014,b2497,uraA,membrane
32015,b2497,uraA,plasma membrane
32016,b2497,uraA,uracil:monoatomic cation symporter activity
32017,b2497,uraA,uracil import across plasma membrane
32018,b4812,timP,plasma membrane
32019,b4812,timP,plasma membrane
32020,b3646,yicG,plasma membrane
32021,b3646,yicG,plasma membrane
32022,b3646,yicG,plasma membrane
32023,b3646,yicG,plasma membrane
32024,b3474,yhhT,plasma membrane
32025,b3474,yhhT,plasma membrane
32026,b3474,yhhT,plasma membrane
32027,b3474,yhhT,transmembrane transport
32028,b0584,fepA,ferric-enterobactin import into cell
32029,b0584,fepA,ferric-enterobactin import into cell
32030,b0584,fepA,ferric-enterobactin import into cell
32031,b0584,fepA,siderophore-dependent iron import into cell
32032,b0584,fepA,colicin transport
32033,b0584,fepA,colicin transport
32034,b0584,fepA,colicin transport
32035,b0584,fepA,protein binding
32036,b0584,fepA,protein binding
32037,b0584,fepA,protein binding
32038,b0584,fepA,siderophore-iron transmembrane transporter activity
32039,b0584,fepA,ferric-enterobactin transmembrane transporter activity
32040,b0584,fepA,ferric-enterobactin transmembrane transporter activity
32041,b0584,fepA,ferric-enterobactin transmembrane transporter activity
32042,b0584,fepA,protein domain specific binding
32043,b0584,fepA,ligand-gated channel activity
32044,b0584,fepA,signaling receptor activity
32045,b0584,fepA,colicin transmembrane transporter activity
32046,b0584,fepA,colicin transmembrane transporter activity
32047,b0584,fepA,colicin transmembrane transporter activity
32048,b0584,fepA,enterobactin binding
32049,b0584,fepA,iron ion transport
32050,b0584,fepA,intracellular iron ion homeostasis
32051,b0584,fepA,siderophore transport
32052,b0584,fepA,siderophore-dependent iron import into cell
32053,b0584,fepA,cell outer membrane
32054,b0584,fepA,cell outer membrane
32055,b0584,fepA,cell outer membrane
32056,b0584,fepA,cell outer membrane
32057,b0584,fepA,cell outer membrane
32058,b0584,fepA,cell outer membrane
32059,b0584,fepA,membrane
32060,b0584,fepA,cell envelope
32061,b0584,fepA,transmembrane transporter complex
32062,b0584,fepA,enterobactin transport
32063,b0584,fepA,colicin transmembrane transporter activity
32064,b0584,fepA,cell outer membrane
32065,b0584,fepA,enterobactin transmembrane transporter activity
32066,b0584,fepA,siderophore uptake transmembrane transporter activity
32067,b0584,fepA,siderophore transmembrane transport
32068,b2616,recN,double-strand break repair via homologous recombination
32069,b2616,recN,recombinational repair
32070,b2616,recN,double-strand break repair
32071,b2616,recN,double-strand break repair
32072,b2616,recN,double-strand break repair
32073,b2616,recN,DNA damage response
32074,b2616,recN,DNA damage response
32075,b2616,recN,response to radiation
32076,b2616,recN,response to UV
32077,b2616,recN,SOS response
32078,b2616,recN,response to X-ray
32079,b2616,recN,response to ionizing radiation
32080,b2616,recN,recombinational interstrand cross-link repair
32081,b2616,recN,protein binding
32082,b2616,recN,protein binding
32083,b2616,recN,ATP binding
32084,b2616,recN,ATP binding
32085,b2616,recN,ATP binding
32086,b2616,recN,DNA repair
32087,b2616,recN,DNA repair
32088,b2616,recN,DNA recombination
32089,b2616,recN,cytoplasm
32090,b2616,recN,cytoplasm
32091,b2616,recN,cytosol
32092,b2616,recN,bacterial nucleoid
32093,b2616,recN,bacterial nucleoid
32094,b2616,recN,SOS response
32095,b3755,yieP,DNA binding
32096,b3755,yieP,DNA-binding transcription factor activity
32097,b3755,yieP,regulation of DNA-templated transcription
32098,b3755,yieP,cytosol
32099,b3754,hsrA,transmembrane transporter activity
32100,b3754,hsrA,transmembrane transport
32101,b3754,hsrA,plasma membrane
32102,b3754,hsrA,plasma membrane
32103,b3754,hsrA,plasma membrane
32104,b3754,hsrA,membrane
32105,b3754,hsrA,plasma membrane
32106,b3754,hsrA,transmembrane transport
32107,b3754,hsrA,transmembrane transporter activity
32108,b3746,ravA,protein binding
32109,b3746,ravA,protein binding
32110,b3746,ravA,protein binding
32111,b3746,ravA,ATP binding
32112,b3746,ravA,hydrolase activity
32113,b3746,ravA,ATP hydrolysis activity
32114,b3746,ravA,ATP hydrolysis activity
32115,b3746,ravA,ATP hydrolysis activity
32116,b3746,ravA,identical protein binding
32117,b3746,ravA,identical protein binding
32118,b3746,ravA,cytoplasm
32119,b3746,ravA,cytoplasm
32120,b3746,ravA,cytoplasm
32121,b3746,ravA,cytoplasm
32122,b3746,ravA,cytoplasm
32123,b3746,ravA,cytosol
32124,b3746,ravA,ATP hydrolysis activity
32125,b3746,ravA,cytosol
32126,b2204,napH,metal ion binding
32127,b2204,napH,"4 iron, 4 sulfur cluster binding"
32128,b2204,napH,plasma membrane
32129,b2204,napH,plasma membrane
32130,b2204,napH,plasma membrane
32131,b2204,napH,membrane
32132,b2204,napH,plasma membrane
