,gene_id,gene_name,gene_ontology
32133,b3719,yieL,"hydrolase activity, hydrolyzing O-glycosyl compounds"
32134,b3719,yieL,carbohydrate metabolic process
32135,b3719,yieL,"acyltransferase activity, transferring groups other than amino-acyl groups"
32136,b3718,yieK,glucosamine-6-phosphate deaminase activity
32137,b3718,yieK,carbohydrate metabolic process
32138,b3718,yieK,N-acetylglucosamine metabolic process
32139,b3718,yieK,N-acetylneuraminate catabolic process
32140,b3718,yieK,cytoplasm
32141,b3718,yieK,glucosamine-6-phosphate deaminase activity
32142,b3718,yieK,N-acetylglucosamine catabolic process
32143,b3718,yieK,identical protein binding
32144,b3718,yieK,glucosamine catabolic process
32145,b3718,yieK,cytosol
32146,b2201,ccmA,protein binding
32147,b2201,ccmA,protein binding
32148,b2201,ccmA,protein binding
32149,b2201,ccmA,protein binding
32150,b2201,ccmA,ATP binding
32151,b2201,ccmA,ATP binding
32152,b2201,ccmA,ABC-type heme transporter activity
32153,b2201,ccmA,ABC-type heme transporter activity
32154,b2201,ccmA,ATP hydrolysis activity
32155,b2201,ccmA,ATP hydrolysis activity
32156,b2201,ccmA,transmembrane transporter activity
32157,b2201,ccmA,cytochrome complex assembly
32158,b2201,ccmA,cytochrome complex assembly
32159,b2201,ccmA,cytochrome complex assembly
32160,b2201,ccmA,cytochrome c biosynthetic process
32161,b2201,ccmA,cytochrome c biosynthetic process
32162,b2201,ccmA,heme import across plasma membrane
32163,b2201,ccmA,plasma membrane
32164,b2201,ccmA,plasma membrane
32165,b2201,ccmA,ATP-binding cassette (ABC) transporter complex
32166,b2258,arnF,response to iron(III) ion
32167,b2258,arnF,response to iron(III) ion
32168,b2258,arnF,carbohydrate derivative transport
32169,b2258,arnF,transmembrane transporter activity
32170,b2258,arnF,transmembrane transporter activity
32171,b2258,arnF,carbohydrate derivative transmembrane transporter activity
32172,b2258,arnF,carbohydrate derivative transmembrane transporter activity
32173,b2258,arnF,lipopolysaccharide biosynthetic process
32174,b2258,arnF,lipopolysaccharide biosynthetic process
32175,b2258,arnF,lipopolysaccharide biosynthetic process
32176,b2258,arnF,lipopolysaccharide biosynthetic process
32177,b2258,arnF,lipid A biosynthetic process
32178,b2258,arnF,lipid A biosynthetic process
32179,b2258,arnF,transmembrane transport
32180,b2258,arnF,plasma membrane
32181,b2258,arnF,plasma membrane
32182,b2258,arnF,plasma membrane
32183,b2258,arnF,plasma membrane
32184,b2258,arnF,membrane
32185,b2258,arnF,plasma membrane
32186,b2258,arnF,transmembrane transporter activity
32187,b2258,arnF,transmembrane transport
32188,b2257,arnT,lipopolysaccharide biosynthetic process
32189,b2257,arnT,response to iron(III) ion
32190,b2257,arnT,response to iron(III) ion
32191,b2257,arnT,mannosyltransferase activity
32192,b2257,arnT,transferase activity
32193,b2257,arnT,glycosyltransferase activity
32194,b2257,arnT,glycosyltransferase activity
32195,b2257,arnT,pentosyltransferase activity
32196,b2257,arnT,pentosyltransferase activity
32197,b2257,arnT,4-amino-4-deoxy-L-arabinose transferase activity
32198,b2257,arnT,protein O-linked glycosylation
32199,b2257,arnT,lipopolysaccharide biosynthetic process
32200,b2257,arnT,lipopolysaccharide biosynthetic process
32201,b2257,arnT,lipid A biosynthetic process
32202,b2257,arnT,lipid A biosynthetic process
32203,b2257,arnT,plasma membrane
32204,b2257,arnT,plasma membrane
32205,b2257,arnT,plasma membrane
32206,b2257,arnT,plasma membrane
32207,b2257,arnT,membrane
32208,b2257,arnT,lipopolysaccharide biosynthetic process
32209,b2257,arnT,response to iron(III) ion
32210,b2257,arnT,pentosyltransferase activity
32211,b2257,arnT,plasma membrane
32212,b2256,arnD,response to iron(III) ion
32213,b2256,arnD,response to iron(III) ion
32214,b2256,arnD,response to antibiotic
32215,b2256,arnD,hydrolase activity
32216,b2256,arnD,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
32217,b2256,arnD,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
32218,b2256,arnD,carbohydrate metabolic process
32219,b2256,arnD,lipopolysaccharide biosynthetic process
32220,b2256,arnD,lipopolysaccharide biosynthetic process
32221,b2256,arnD,lipopolysaccharide biosynthetic process
32222,b2256,arnD,lipid A biosynthetic process
32223,b2256,arnD,lipid A biosynthetic process
32224,b2256,arnD,4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process
32225,b2256,arnD,4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process
32226,b2256,arnD,response to antibiotic
32227,b2256,arnD,membrane
32228,b2256,arnD,membrane
32229,b2250,yfaZ,cell outer membrane
32230,b2250,yfaZ,cell outer membrane
32231,b2250,yfaZ,cell outer membrane
32239,b2946,rsmE,rRNA base methylation
32240,b2946,rsmE,methyltransferase activity
32241,b2946,rsmE,methyltransferase activity
32242,b2946,rsmE,protein homodimerization activity
32243,b2946,rsmE,rRNA (uridine-N3-)-methyltransferase activity
32244,b2946,rsmE,rRNA processing
32245,b2946,rsmE,rRNA processing
32246,b2946,rsmE,methylation
32247,b2946,rsmE,cytoplasm
32248,b2946,rsmE,cytoplasm
32249,b2946,rsmE,rRNA (uridine-N3-)-methyltransferase activity
32250,b2946,rsmE,rRNA base methylation
32251,b2619,ratA,negative regulation of translational initiation
32252,b2619,ratA,ribosomal large subunit binding
32253,b2619,ratA,ubiquinone binding
32254,b2619,ratA,cellular respiration
32255,b3113,tdcF,hydrolase activity
32256,b3113,tdcF,identical protein binding
32257,b3113,tdcF,threonine metabolic process
32258,b3113,tdcF,L-threonine catabolic process to propionate
32259,b3113,tdcF,cytosol
32260,b3113,tdcF,deaminase activity
32261,b3717,cbrC,bacteriocin immunity
32262,b3716,cbrB,plasma membrane
32263,b3716,cbrB,plasma membrane
32264,b3716,cbrB,plasma membrane
32265,b3715,yieH,magnesium ion binding
32266,b3715,yieH,catalytic activity
32267,b3715,yieH,hydrolase activity
32268,b3715,yieH,phosphatase activity
32269,b3715,yieH,phosphatase activity
32270,b3715,yieH,manganese ion binding
32271,b3715,yieH,metal ion binding
32272,b3715,yieH,metal ion binding
32273,b3714,adeP,adenine transport
32274,b3714,adeP,adenine transport
32275,b3714,adeP,nucleobase transmembrane transporter activity
32276,b3714,adeP,nucleobase transmembrane transporter activity
32277,b3714,adeP,adenine transmembrane transporter activity
32278,b3714,adeP,adenine transmembrane transporter activity
32279,b3714,adeP,solute:proton symporter activity
32280,b3714,adeP,transmembrane transport
32281,b3714,adeP,proton transmembrane transport
32282,b3714,adeP,purine nucleobase transmembrane transport
32283,b3714,adeP,plasma membrane
32284,b3714,adeP,plasma membrane
32285,b3714,adeP,plasma membrane
32286,b3714,adeP,plasma membrane
32287,b3714,adeP,plasma membrane
32288,b3714,adeP,membrane
32289,b3714,adeP,plasma membrane
32290,b3714,adeP,adenine transmembrane transporter activity
32291,b2196,ccmF,protein binding
32292,b2196,ccmF,protein binding
32293,b2196,ccmF,heme transmembrane transporter activity
32294,b2196,ccmF,"oxidoreductase activity, acting on diphenols and related substances as donors"
32295,b2196,ccmF,heme binding
32296,b2196,ccmF,heme binding
32297,b2196,ccmF,heme binding
32298,b2196,ccmF,heme transport
32299,b2196,ccmF,cytochrome complex assembly
32300,b2196,ccmF,cytochrome complex assembly
32301,b2196,ccmF,cytochrome complex assembly
32302,b2196,ccmF,plasma membrane
32303,b2196,ccmF,plasma membrane
32304,b2196,ccmF,plasma membrane
32305,b2196,ccmF,plasma membrane
32306,b2196,ccmF,plasma membrane
32307,b2196,ccmF,plasma membrane
32308,b2196,ccmF,membrane
32309,b2196,ccmF,plasma membrane
32310,b3998,nfi,DNA repair
32311,b3998,nfi,DNA repair
32312,b3998,nfi,magnesium ion binding
32313,b3998,nfi,endonuclease activity
32314,b3998,nfi,endonuclease activity
32315,b3998,nfi,protein binding
32316,b3998,nfi,deoxyribonuclease V activity
32317,b3998,nfi,deoxyribonuclease V activity
32318,b3998,nfi,deoxyribonuclease V activity
32319,b3998,nfi,metal ion binding
32320,b3998,nfi,DNA repair
32321,b3998,nfi,DNA repair
32322,b3998,nfi,DNA repair
32323,b3998,nfi,cytoplasm
32324,b3998,nfi,cytoplasm
32325,b3998,nfi,cytoplasm
32326,b3998,nfi,cytosol
32327,b3998,nfi,single-stranded RNA binding
32328,b3998,nfi,deoxyribonuclease V activity
32329,b3998,nfi,"RNA endonuclease activity, producing 5'-phosphomonoesters"
32330,b3710,mdtL,transmembrane transporter activity
32331,b3710,mdtL,transmembrane transporter activity
32332,b3710,mdtL,response to antibiotic
32333,b3710,mdtL,transmembrane transport
32334,b3710,mdtL,transmembrane transport
32335,b3710,mdtL,plasma membrane
32336,b3710,mdtL,plasma membrane
32337,b3710,mdtL,plasma membrane
32338,b3710,mdtL,plasma membrane
32339,b3710,mdtL,plasma membrane
32340,b3710,mdtL,plasma membrane
32341,b3710,mdtL,plasma membrane
32342,b3710,mdtL,plasma membrane
32343,b3710,mdtL,transmembrane transporter activity
32344,b3710,mdtL,xenobiotic detoxification by transmembrane export across the plasma membrane
32362,b4479,dgoR,negative regulation of DNA-templated transcription initiation
32363,b4479,dgoR,transcription cis-regulatory region binding
32364,b4479,dgoR,cis-regulatory region sequence-specific DNA binding
32365,b4479,dgoR,DNA-binding transcription repressor activity
32366,b4479,dgoR,DNA binding
32367,b4479,dgoR,DNA binding
32368,b4479,dgoR,DNA-binding transcription factor activity
32369,b4479,dgoR,identical protein binding
32370,b4479,dgoR,metal ion binding
32371,b4479,dgoR,ligand-activated transcription factor activity
32372,b4479,dgoR,regulation of DNA-templated transcription
32373,b2186,yejK,double-stranded DNA binding
32374,b2186,yejK,single-stranded RNA binding
32375,b2186,yejK,protein binding
32376,b2186,yejK,protein binding
32377,b2186,yejK,identical protein binding
32378,b2186,yejK,cytoplasm
32379,b2186,yejK,cytoplasm
32380,b2186,yejK,nucleoid
32381,b2186,yejK,nucleoid
32382,b2186,yejK,bacterial nucleoid
32383,b2186,yejK,bacterial nucleoid
32384,b2186,yejK,bacterial nucleoid
32385,b2186,yejK,double-stranded DNA binding
32386,b2186,yejK,single-stranded RNA binding
32388,b2224,atoB,acetoacetic acid catabolic process
32389,b2224,atoB,acetoacetic acid catabolic process
32390,b2224,atoB,acetyl-CoA C-acetyltransferase activity
32391,b2224,atoB,acetyl-CoA C-acetyltransferase activity
32392,b2224,atoB,acetyl-CoA C-acetyltransferase activity
32393,b2224,atoB,acyltransferase activity
32394,b2224,atoB,"acyltransferase activity, transferring groups other than amino-acyl groups"
32395,b2224,atoB,"acyltransferase activity, transferring groups other than amino-acyl groups"
32396,b2224,atoB,identical protein binding
32397,b2224,atoB,fatty acid metabolic process
32398,b2224,atoB,small molecule metabolic process
32399,b2224,atoB,cytoplasm
32400,b2224,atoB,cytoplasm
32401,b2224,atoB,protein-containing complex
32402,b2224,atoB,acetyl-CoA C-acetyltransferase activity
32403,b2531,iscR,regulation of DNA-templated transcription
32404,b2531,iscR,regulation of DNA-templated transcription
32405,b2531,iscR,regulation of DNA-templated transcription
32406,b2531,iscR,DNA binding
32407,b2531,iscR,double-stranded DNA binding
32408,b2531,iscR,double-stranded DNA binding
32409,b2531,iscR,DNA-binding transcription factor activity
32410,b2531,iscR,DNA-binding transcription factor activity
32411,b2531,iscR,DNA-binding transcription factor activity
32412,b2531,iscR,DNA-binding transcription factor activity
32413,b2531,iscR,iron ion binding
32414,b2531,iscR,identical protein binding
32415,b2531,iscR,identical protein binding
32416,b2531,iscR,metal ion binding
32417,b2531,iscR,"2 iron, 2 sulfur cluster binding"
32418,b2531,iscR,regulation of DNA-templated transcription
32419,b2531,iscR,regulation of DNA-templated transcription
32420,b2531,iscR,cytosol
32421,b2531,iscR,DNA-binding transcription factor activity
32422,b2531,iscR,cytosol
32423,b2531,iscR,regulation of DNA-templated transcription
32424,b3180,yhbY,ribosomal large subunit assembly
32425,b3180,yhbY,ribosomal small subunit assembly
32426,b3180,yhbY,rRNA 5'-end processing
32427,b3180,yhbY,RNA binding
32428,b3180,yhbY,RNA binding
32429,b3180,yhbY,protein binding
32430,b3180,yhbY,protein binding
32431,b3180,yhbY,preribosome binding
32432,b3180,yhbY,cytoplasm
32433,b3180,yhbY,cytoplasm
32434,b3180,yhbY,cytosol
32435,b4040,ubiA,ubiquinone biosynthetic process
32436,b4040,ubiA,prenyltransferase activity
32437,b4040,ubiA,4-hydroxybenzoate polyprenyltransferase activity
32438,b4040,ubiA,4-hydroxybenzoate polyprenyltransferase activity
32439,b4040,ubiA,4-hydroxybenzoate polyprenyltransferase activity
32440,b4040,ubiA,transferase activity
32441,b4040,ubiA,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
32442,b4040,ubiA,ubiquinone biosynthetic process
32443,b4040,ubiA,ubiquinone biosynthetic process
32444,b4040,ubiA,ubiquinone biosynthetic process
32445,b4040,ubiA,plasma membrane
32446,b4040,ubiA,plasma membrane
32447,b4040,ubiA,plasma membrane
32448,b4040,ubiA,plasma membrane
32449,b4040,ubiA,membrane
32450,b4040,ubiA,4-hydroxybenzoate polyprenyltransferase activity
32451,b4040,ubiA,plasma membrane
32452,b4040,ubiA,ubiquinone biosynthetic process
32453,b1617,uidA,"hydrolase activity, hydrolyzing O-glycosyl compounds"
32454,b1617,uidA,beta-glucuronidase activity
32455,b1617,uidA,beta-glucuronidase activity
32456,b1617,uidA,beta-glucuronidase activity
32457,b1617,uidA,"hydrolase activity, acting on glycosyl bonds"
32458,b1617,uidA,identical protein binding
32459,b1617,uidA,carbohydrate metabolic process
32460,b1617,uidA,cytosol
32461,b1617,uidA,protein-containing complex
32462,b1617,uidA,beta-glucuronidase activity
32463,b1617,uidA,carbohydrate binding
32464,b1139,lit,regulation of translational elongation
32465,b1139,lit,peptidase activity
32466,b1139,lit,peptidase activity
32467,b1139,lit,proteolysis
32468,b1139,lit,plasma membrane
32469,b1139,lit,plasma membrane
32470,b3693,dgoK,D-galactonate catabolic process
32471,b3693,dgoK,D-galactonate catabolic process
32472,b3693,dgoK,ATP binding
32473,b3693,dgoK,2-dehydro-3-deoxygalactonokinase activity
32474,b3693,dgoK,2-dehydro-3-deoxygalactonokinase activity
32475,b3693,dgoK,2-dehydro-3-deoxygalactonokinase activity
32476,b3693,dgoK,2-dehydro-3-deoxygalactonokinase activity
32477,b3693,dgoK,kinase activity
32478,b3693,dgoK,D-galactonate catabolic process
32479,b3693,dgoK,D-galactonate catabolic process
32480,b3693,dgoK,carbohydrate phosphorylation
32481,b2184,radD,postreplication repair
32482,b2184,radD,double-strand break repair
32483,b2184,radD,double-strand break repair
32484,b2184,radD,response to xenobiotic stimulus
32485,b2184,radD,response to ionizing radiation
32486,b2184,radD,cell division
32487,b2184,radD,DNA binding
32488,b2184,radD,DNA binding
32489,b2184,radD,DNA clamp loader activity
32490,b2184,radD,single-stranded DNA binding
32491,b2184,radD,helicase activity
32492,b2184,radD,protein binding
32493,b2184,radD,ATP binding
32494,b2184,radD,ATP binding
32495,b2184,radD,zinc ion binding
32496,b2184,radD,four-way junction helicase activity
32497,b2184,radD,hydrolase activity
32498,b2184,radD,hydrolase activity
32499,b2184,radD,ATP hydrolysis activity
32500,b2184,radD,ATP hydrolysis activity
32501,b2184,radD,double-stranded DNA helicase activity
32502,b2184,radD,metal ion binding
32503,b2184,radD,forked DNA-dependent helicase activity
32504,b2184,radD,cohesin loader activity
32505,b2184,radD,chromatin extrusion motor activity
32506,b2184,radD,ATP-dependent H3-H4 histone complex chaperone activity
32507,b2184,radD,ATP-dependent H2AZ histone chaperone activity
32508,b2184,radD,single-stranded 3'-5' DNA helicase activity
32509,b2184,radD,DNA repair
32510,b2184,radD,chromatin remodeling
32511,b2184,radD,translation
32512,b2184,radD,DNA duplex unwinding
32513,b2184,radD,chromatin looping
32514,b2184,radD,DNA binding
32515,b2184,radD,ATP hydrolysis activity
32516,b3690,cbrA,bacteriocin immunity
32517,b3690,cbrA,flavin adenine dinucleotide binding
32518,b3690,cbrA,FAD binding
32519,b3689,yidR,galacturonate catabolic process
32520,b2180,yejF,oligopeptide transmembrane transport
32521,b2180,yejF,microcin transport
32522,b2180,yejF,protein binding
32523,b2180,yejF,protein binding
32524,b2180,yejF,ATP binding
32525,b2180,yejF,ATP binding
32526,b2180,yejF,ATP binding
32527,b2180,yejF,ATP hydrolysis activity
32528,b2180,yejF,ATPase-coupled transmembrane transporter activity
32529,b2180,yejF,peptide transport
32530,b2180,yejF,peptide transport
32531,b2180,yejF,microcin transport
32532,b2180,yejF,transmembrane transport
32533,b2180,yejF,plasma membrane
32534,b2180,yejF,membrane
32535,b2180,yejF,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
32536,b2180,yejF,plasma membrane
32537,b2180,yejF,oligopeptide transmembrane transport
32538,b2180,yejF,transmembrane transporter activity
32539,b2179,yejE,oligopeptide transmembrane transport
32540,b2179,yejE,microcin transport
32541,b2179,yejE,peptide transport
32542,b2179,yejE,microcin transport
32543,b2179,yejE,transmembrane transport
32544,b2179,yejE,plasma membrane
32545,b2179,yejE,plasma membrane
32546,b2179,yejE,plasma membrane
